Internal ID,Name,Description,Bin Number
14512,PPCAPHN5128-1,1.75 PISTON CAP - HEAD - 58 -  XWL,2B7F
14514,PPCAPHN5140-1,PISTON CAP - HEAD - 58-40 -  XWL,2B7H
14519,PPCAPHS7112,(DISC---PPCAPHN5112) --- .75 PISTON CAP - HEAD - 58 - 17-4,3B4B
14519,PPCAPHS7112,(DISC---PPCAPHN5112) --- .75 PISTON CAP - HEAD - 58 - 17-4,144
14521,PPCAPHS7116,(DISC---PPCAPHN5116)----1.00 PISTON CAP - HEAD - 58 - 17-4 PH HH1150,3B4D
14521,PPCAPHS7116,(DISC---PPCAPHN5116)----1.00 PISTON CAP - HEAD - 58 - 17-4 PH HH1150,145
14522,PPCAPHS7128,(DISC---PPCAPHN5128-1) --- 1.75 PISTON CAP - HEAD - 58 - 17-4 PH,3B4F
14522,PPCAPHS7128,(DISC---PPCAPHN5128-1) --- 1.75 PISTON CAP - HEAD - 58 - 17-4 PH,146
14523,PPCAPHS7140,(DISC---PPCAPHN5140-1) --- PISTON CAP - HEAD - 5840 - 17-4 PH,147
14523,PPCAPHS7140,(DISC---PPCAPHN5140-1) --- PISTON CAP - HEAD - 5840 - 17-4 PH,3B4H
14524,PPHS71G,(DISC) --- PISTON HEAD - GLYCOL,DISC
14525,PPHS72G,(DISC) --- PISTON HEAD - GLYCOL,DISC
14527,PPLC102,PLUNGER - HEAD - 1/8 IN - 1250 - CERAMIC,1D6C
14528,PPLC104,PLUNGER - HEAD - 1/4 IN - 1250 - CERAMIC,1D6E
14529,PPLC106,PLUNGER - HEAD - 3/8 IN - 1250 - CERAMIC,1D6F
14531,PPLC208,PLUNGER - HEAD - 1/2 IN - 1250 - CERAMIC,1D6G
14532,PPLCE103,PLUNGER - HEAD - 3/16 IN - 1250 - CERAMIC,1D6D
14534,PPLGRCE108,PLUNGER - 1/2 IN - 1500 - CERAMIC,1D7C
14535,PPLGRCE206,PLUNGER - 3/8 IN HP - 1500 - CERAMIC,1D7B
14536,PPLGRHC108,PLUNGER - 1/2 IN - 1500 - C276 HASTELLOY,6A6A
14537,PPLGRHC206,PLUNGER - 3/8 IN HP - 1500 - C276 HASTELLOY,6A5A
14538,PPLGRHCE208,PLUNGER ROD - HEAD - CERAMIC,2B6C
14539,PPLGRHCE210,PLUNGER ROD - 5/8 IN - CER- 16 - 5400/8400,168
14539,PPLGRHCE210,PLUNGER ROD - 5/8 IN - CER- 16 - 5400/8400,2B6D
14540,PPLGRHCE210-1,PLUNGER ROD - 5/8 IN - CER- 28 - 40,2B6E
14543,PPLGRHCE310,PLUNGER ROD - CER - 1/2 IN -  12,167
14543,PPLGRHCE310,PLUNGER ROD - CER - 1/2 IN -  12,2B6F
14547,PPLGRHHC208,PLUNGER ROD - HEAD - C276 HASTELLOY,3B3C
14548,PPLGRHHC210,PLUNGER ROD - HEAD - C276 HASTELLOY,3B3E
14550,PPLGRHHC310,PLUNGER ROD - HEAD - C276 HASTELLOY,3B3D
14551,PPLGRHNS208,PLUNGER ROD - 08 - XWL,6B3A
14552,PPLGRHNS210,PLUNGER ROD -16 - 5400/8400 - XWL,6B4A
14553,PPLGRHNS210-1,PLUNGER ROD  -28 -40 - XWL,6B5A
14554,PPLGRHNS310,PLUNGER ROD - 12 - XWL,6B7A
14558,PPLGRHS7210,(DISC---PPLGRHNS210)---PLUNGER ROD - HH1150 - 16 -28 -40,6B6A
14559,PPLGRHS7310,(DISC---PPLGRHNS310) --- PLUNGER ROD - HH1150 - 12,3B2E
14560,PPLGRN5108,PLUNGER - 1/2 IN - 1500 - XWL,6A6B
14561,PPLGRN5206,HP PLUNGER - 3/8 IN - 1500 - XWL,6A5B
14562,PPLGRS6108,PLUNGER - 1/2 IN - 1500 - 316SS,1D9A
14565,PPLH102,PLUNGER - HEAD - 1/8 IN - 1250 - C276 HASTELLOY,6A1C
14566,PPLH104,PLUNGER - HEAD - 1/4 IN - 1250 - C276 HASTELLOY,6A2B
14567,PPLH106,PLUNGER - HEAD - 3/8 IN - 1250 - C276 HASTELLOY,6A3A
14568,PPLH208,PLUNGER - HEAD - 1/2 IN - 1250 - C276 HASTELLOY,6A4A
14569,PPLHC103,PLUNGER - HEAD - 3/16 IN - 1250 - C276 HASTELLOY,6A2A
14570,PPLN102,PLUNGER - HEAD - 1/4 IN - 1250 -  XWL,6A1D
14573,PPLN106,PLUNGER - HEAD - 3/8 IN - 1250 - XWL,6A3B
14575,PPLNUTS611M22,"1250/1500 SERIES E,F,G PLUNGER ADAPTER NUT - 316SS",6E3E
14576,PPLS0820,(DISC) --- PISTON ROD - 316SS,DISC
14577,PPLS102,PLUNGER - HEAD - 1/8 IN - 1250 - 316SS,1D8A
14578,PPLS104,PLUNGER - HEAD - 1/4 IN - 1250 - 316SS,1D8C
14579,PPLS106,PLUNGER - HEAD - 3/8 IN - 1250 - 316SS,1D8D
14580,PPLS208,PLUNGER - HEAD - 1/2 IN - 1250 - 316SS,1D8E
14581,PPLS6103,PLUNGER - HEAD - 3/16 IN - 1250 - 316SS,1D8B
14587,PPLY104,PLUNGER - HEAD - 1/4 IN - 1250 - CERAMIC,6B2B
14590,PPMHC140,PISTON - 1250 MOTOR - C276,9B2D
14591,PPMHC180,PISTON - MOTOR 1500 - C276,10B2A
14592,PPMS6140,(DISC---P25PRA1SU) --- PISTON - MOTOR - 1250 - 316SS,DISC
14593,PPMS6180,(DISC) --- PISTON - MOTOR - 1500 - 316SS,DISC
14599,PPNHC108,PACKING NUT - 1/2 IN - 1500 - C276 HASTELLOY,1A2C
14601,PPNHC112,PACKING NUT - 3/4 IN - 1500 - C276 HASTELLOY,1A2D
14602,PPNHC116,PACKING NUT - 1 IN - 1500 - C276 HASTELLOY,1A2E
14605,PPNS6106,PACKING NUT - 3/8 IN - 1500 - 316SS,10E3C
14606,PPNS6108,PACKING NUT - 1/2 IN - 1500 - 316SS,QC
14606,PPNS6108,PACKING NUT - 1/2 IN - 1500 - 316SS,10E3D
14609,PPNS6110,PACKING NUT - 5/8 IN - 58 - 316SS,130
14609,PPNS6110,PACKING NUT - 5/8 IN - 58 - 316SS,2B6A
14610,PPNS6112,PACKING NUT - 3/4 IN - 1500 - 316SS,79
14610,PPNS6112,PACKING NUT - 3/4 IN - 1500 - 316SS,QC
14610,PPNS6112,PACKING NUT - 3/4 IN - 1500 - 316SS,10E4A
14611,PPNS6116,PACKING NUT - 1 IN - 1500 - 316SS,10E4B
14611,PPNS6116,PACKING NUT - 1 IN - 1500 - 316SS,84
14612,PPNS6124,(IDISC---PPNS6124-1)------PACKING NUT - 1-1/2 IN - 1500 - 316SS,89
14612,PPNS6124,(IDISC---PPNS6124-1)------PACKING NUT - 1-1/2 IN - 1500 - 316SS,10E4C
14613,PPNS6124-1,GLAND NUT - 1-1/2 IN - 1500 - 316SS,10E4C
14620,PPRHC140,PISTON ROD 1250 - UNIV - C276 HASTELLOY,9B2D
14621,PPRHC180,PISTON ROD - MOTOR 1500 - C276 HASTELLOY,2B8D
14622,PPRLCE1G,(DISC) --- MOTOR PISTON - GLYCOL - CERAMIC,DISC
14623,PPRLCE25,MOTOR PISTON - 5 - CERAMIC,DISC
14624,PPRLCE28,MOTOR PISTON - 8 - CERAMIC,DISC
14626,PPRLS625,MOTOR PISTON - 5 - 316SS,P-1D3B
14626,PPRLS625,MOTOR PISTON - 5 - 316SS,QC
14628,PPRLS628,MOTOR PISTON - 8 - 316SS,P-1D4B
14630,PPRLS71G,(DISC) --- MOTOR PISTON - GLYCOL - 17-4 SS,DISC
14631,PPRLS725,(DISC--PPRLS625) --- MOTOR PISTON - 5 - 17-4,3A2G
14632,PPRLS728,(DISC - PPRLS628) --- MOTOR PISTON - 8 - 17-4,3A3D
14633,PPRLS72G,(DISC) --- PISTON/ROD GLYCOL - 17-4 SS HT HH1150,DISC
14634,PPRPKHS6140,PISTON ROD - PKH - 1250 - 316SS,2A7B
14635,PPRS6140,(DISC---P25PRA1SU) --- PISTON ROD - UNIV - 1250 - 316SS,DISC
14636,PPRS6180,(DISC) --- PISTON ROD - MOTOR - 1500 - 316SS,DISC
1954,PRBDL108,ROD BUSHING - 1500/58G - ACETAL,2A3C
1955,PRBDL116,ROD BUSHING - 58 - ACETAL,2B4D
1955,PRBDL116,ROD BUSHING - 58 - ACETAL,QC
1956,PRBPK120,(DISC) --- ROD BUSHING 1.25 - PEEK,DISC
1957,PRBUH108,(DISC)---- ROD BUSHING - 1500/58G - UHMWPE,2B2B
1958,PRBUH116,(DISC---PRBDL116) --- ROD BUSHING - 58 - UHMWPE,DISC
14641,PRETBS7103,RETAINER - BALL FOR UPPER ROD - 17-4 PH - HH1150,2B4E
1959,PRETPLHC107,CROSS PIN RETAINER - 1250 PLUNGER - C276 HASTELLOY,1D6A
1959,PRETPLHC107,CROSS PIN RETAINER - 1250 PLUNGER - C276 HASTELLOY,110
14642,PRFLGHS6108,RETAINING FLANGE - HEAD - 316SS,171
14642,PRFLGHS6108,RETAINING FLANGE - HEAD - 316SS,B-2A2C
14643,PRNS6158G,(DISC) --- 3/4 X 1/2 EXHAUST NIPPLE - 316SS,DISC
14694,PSLA6158G,(DISC---PSLDL158G) --- SPACER - SLEEVE - 6061 AL,DISC
14695,PSLDL158G,SPACER - SLEEVE - ACETAL,138
14695,PSLDL158G,SPACER - SLEEVE - ACETAL,2B5C
14696,PSLUH158G,(DISC---PSLDL158G) --- SPACER - SLEEVE - UHMWPE,DISC
14697,PSLVS6158G,SLEEVE - 5484G - 316SS,QC
14697,PSLVS6158G,SLEEVE - 5484G - 316SS,B-2A3A
14698,PSLVS62G,(DISC) --- SLEEVE - G - 316SS,DISC
14700,PSPBA61G,(DISC) --- 3PC SPOOL BODY SN - 58G - 6061 AL,DISC
14702,PSPBA63G,(DISC) --- 3PC SPOOL BODY SF - 58G - 6061 AL,DISC
14703,PSPBUH158,(DISC) --- SPOOL BODY - SN - 58 - UHMWPE (ANNEALED),DISC
14704,PSPDL158,SPOOL SN - 58 - ACETAL,B-2A1C
14705,PSPLCA6158G,(DISC) --- 3 PC SPOOL LWR CAP - 58G - 6061 AL,3B8A
14706,PSPUCAL158G,(DISC) --- 3 PC SPOOL UPR CAP 58G - 6061 AL,3B8B
14707,PSPUH158,(DISC---PSPDL158) --- SPOOL SN - 58 - UHMWPE (ANNEALED),DISC
14708,PSPUH258,(DISC) --- SPOOL SH - 58 - UHMWPE (ANNEALED),DISC
14709,PSPUH358,(DISC) --- SPOOL SF - 58 - UHMWPE (ANNEALED),DISC
1960,PTB15G,BOTTOM TUBE 5G,PROJ
1961,PTB18,BOTTOM TUBE 8,PROJ
14751,PTCOVS6158G,TOP COVER - 58G - 316SS,B-2A2A
1962,PTEC158G,EXHAUST CONNECTOR TUBE 58G,PROJ
14755,PTFLGHS6258,TOP FLANGE - HEAD - 58 - 316SS,3B2B
14756,PTFLGMS61128,TOP FLANGE MOTOR - 8 - 316SS,B-2A3A
14757,PTFLGMS6180,TOP FLANGE MOTOR - 5G - 316SS,B-2A2A
14757,PTFLGMS6180,TOP FLANGE MOTOR - 5G - 316SS,QC
14759,PTFMGS6140,GR TOP FLANGE - MOTOR - 1250 - 316SS,9C3A
14760,PTFMGS6180,GR TOP FLANGE - MOTOR - 1500 - 316SS,10B3B
14761,PTFMS6180,TOP FLANGE - MOTOR - 1500 - 316SS,P-1C3B
1963,PTHS6158G,T - HANDLE - 316SS,3D2A
1964,PTSE158G,SPOOL EXHAUST TUBE 58G,PROJ
14762,PULS6258G,LEG - UPR 58G - 316SS,QC
14762,PULS6258G,LEG - UPR 58G - 316SS,B-1A3A
1965,PUNDAS6158,(DISC) --- 3/8 MP UNION NIPPLE SHORT - 58 - 316SS,DISC
1966,PUNDAS6258,(DISC) --- 3/8 MP UNION NIPPLE LONG - 58 - 316SS,DISC
14765,PURODN5158G,UPPER ROD - BALL CHK - XWL,QC
14765,PURODN5158G,UPPER ROD - BALL CHK - XWL,2B5D
14767,PURODS7158G,(DISC---PURODN5158G) --- UPPER ROD - BALL CHK - 17-4 PH,3A4D
14768,PVC0001-1,VOLUMETRIC CONTROL - BODY - 316SS,RAND
14769,PVC0002-1,VOLUMETRIC CONTROL - SEAT - 316SS,RAND
14770,PVC0003-1,VOLUMETRIC CONTROL - ADJUSTER - 316SS,RAND
14771,PVC0004-1,VOLUMETRIC CONTROL - OUTER POPPET - 316SS,RAND
14772,PVC0004-2,VOLUMETRIC CONTROL - OUTER POPPET - 316SS,RAND
14774,PVC0100-1,VOLUMETRIC CONTROL - ASSY,RAND
1967,PVSTEMS6125,(DISC---NV0002-1) --- STEM - 1250 SERIES NEEDLE VALVE - 316SS,DISC
1968,PVSTEMS6150,(DISC---NV0002-10) --- STEM - 1500 SERIES NEEDLE VALVE - 316SS,DISC
14806,PVSTEMS7110,(DISC) --- 3 - ANGLE STEM - 3/4 NEEDLE VALVE - 17-4SS,DISC
1969,PX5412Q,(DISC) --- REBUILT EXCHANGE PUMP - 3/4 IN DBL ACT - 316SS,DISC
1970,PX546477,(DISC) --- REBUILT EXCHANGE PUMP - 4000 SERIES GLYCOL PUMP ASSY - 4 IN DBL ACT TEG RECIRC - SS,DISC
1971,PX8408C7Q,(DISC) --- REBUILT EXCHANGE PUMP - 1/2 IN 316SS CERAMIC,DISC
1972,PX8416CCQ,(DISC) --- REBUILT EXCHANGE PUMP - 1 IN DBL ACT - 316SS,DISC
1973,PXB108Q,(DISC) --- REBUILT EXCHANGE PUMP - 1/2 IN CERAMIC PFE,DISC
1974,PXB112Q,(DISC) --- REBUILT EXCHANGE PUMP - 3/4 IN CERAMIC PFE,DISC
1975,PXB116Q,(DISC) --- REBUILT EXCHANGE PUMP - 1 IN CERAMIC PFE,DISC
1976,PXB11Q,(DISC) --- REBUILT EXCHANGE PUMP - 1/8 IN CERAMIC PFE,DISC
1977,PXB12Q,(DISC) --- REBUILT EXCHANGE PUMP - 1/4 IN CERAMIC PFE,DISC
1978,PXB13Q,(DISC) --- REBUILT EXCHANGE PUMP - 3/8 IN CERAMIC PFE,DISC
1979,PXB15Q,(DISC) --- REBUILT EXCHANGE PUMP - 1/2 IN CERAMIC PFE,DISC
1980,PXB16Q,(DISC) --- REBUILT EXCHANGE PUMP - 3/16 IN CERAMIC PFE,DISC
1981,PXG116Q,(DISC) --- REBUILT EXCHANGE PUMP - 1 IN CERAMIC PFE,DISC
1982,PXG11Q,(DISC) --- REBUILT EXCHANGE PUMP - 1/8 IN CERAMIC PFE,DISC
1983,PXG12Q,(DISC) --- REBUILT EXCHANGE PUMP - 1/4 IN CERAMIC PFE,DISC
1984,PXG13Q,(DISC) --- REBUILT EXCHANGE PUMP - 3/8 IN CERAMIC PFE,DISC
1985,PXG15Q,(DISC) --- REBUILT EXCHANGE PUMP - 1/2 IN CERAMIC PFE,DISC
14811,QRFK0303,QUAD RING - RV05 RELIEF VALVE - FFKM,QC
14811,QRFK0303,QUAD RING - RV05 RELIEF VALVE - FFKM,4C6B
14812,QRFK1002,QUAD RING - PISTON ACCUMULATOR - FFKM,2E7F
14813,QRHN0303,QUAD RING - RV05 RELIEF VALVE - HNBR,4C6B
14814,QRPF0303,QUAD RING - RV05 RELIEF VALVE - FKM,4C6B
14815,QRPF1002,QUAD RING - PISTON ACCUMULATOR - FKM,2E7F
14816,QSBRTF16,QUAD BACKUP RING - PISTON ACCUMULATOR,2E7G
14818,R15RVP9072,REPAIR KIT - AUTOCLAVE PRESSURE RELIEF VALVE - 15RVP9072,4C8B
14865,RAND,(DISC) --- RESEARCH & DEVELOPMENT ITEM,RAND
14869,RCBDHPDS61187-1,HP CHECK BODY - DISCHARGE - 1/2 IN FAILSAFE CHECK - 2PC - 316SS,RAND
14870,RCDF04S6Q101-1,1/4 MP DISCHARGE CHECK - FKM - 58,RAND
14885,RCPOPS6205-1,POPPET - CHECK - 1250 - 316SS,RAND
14900,REG010,(DISC-)-----  PARKER AIR/GAS REGULATOR - 1/4 FNPT IN LINE - 0-250 PSIG INLET/OUTLET - AL,2E4B
1989,REG010G,RLF85M GAUGE - 1/4 MNPT - 0-300 PSI,2E4A
1990,REG010K,CONTROL KNOB - REGULATOR,2E4A
14903,REG015P,(DISC --- REG015ASSY) --- NORGREN AIR/GAS REGULATOR - 1/4 FNPT IN LINE - 0-300 PSIG INLET/OUTLET - AL W/ PYREX SIGHT GLASS,4C5F
1991,REG015PG,RLF45P GAUGE - 1/8 MNPT - 0-300,4C5E
14904,REG085PG,GAUGE - 1/2 IN REGULATOR,4C5F
18403,RFBA2X48,FLAT BAR 1/4 X 6 -  6061T6511 ALUMINIUM EXT FLAT,MACH
18402,RFBA8X12,FLAT BAR 1 X 1.5  6061T6511 ALUMINIUM EXT FLAT,MACH
14976,RHBS6A10,HEX BAR SS316L 1.25 IN,MACH
14977,RHBS6A12,HEX BAR SS316L 1.5 IN,MACH
14978,RHBS6A3.5,HEX BAR SS316L 7/16 IN,MACH
27142,RHBS6A6,HEX BAR SS316L 0.75 IN,MACH
14981,RHBS6A7,HEX BAR SS316L 7/8 IN,MACH
14982,RHBS6A8,HEX BAR SS316L 1 IN,MACH
14983,RHBS6A9,HEX BAR 316SSL 1.125 IN,MACH
14984,RHBS7H12,HEX BAR 17-4 1.5 IN,MACH
14985,RHBS7H7,HEX BAR 17-4 7/8 IN,MACH
14986,RHBS7H9,HEX BAR 17-4PH 1.125 IN,MACH
15004,RLF40,(DISC) --- 1/4 IN PARKER 3-IN-1 AIR/GAS REG/LUB/FILTER W/ GAUGE - AL,DISC
2000,RLF40E,(DISC) --- FILTER ELEMENT KIT - AIR/GAS REGULATOR - 40 MICRON,DISC
15005,RLF40KSG,(DISC) --- SIGHT GLASS KIT FOR RLF40,DISC
2001,RLF40MBL,(DISC) --- METAL BOWL KIT - 1/4 IN LUBRICATOR,DISC
2002,RLF40MBR,(DISC) --- METAL BOWL KIT - 1/4 IN FILTER / REGULATOR,DISC
2003,RLF45E,FILTER ELEMENT W/ BAFFLE,4C5C
2005,RLF45KSG2,PYREX SIGHT/FEED DOME,4C5E
15006,RLF45MBL,LUBRICATOR BOWL ASSY W/ PYREX SIGHT GLASS AND MANUAL DRAIN,4C5E
2006,RLF45MBR,FILTER BOWL ASSY W/ PYREX SIGHT GLASS AND MANUAL DRAIN,4C5E
15007,RLF45P,1/4 IN NORGREN 3-IN-1 AIR/GAS REG/LUB/FILTER W/ GAUGE - AL W/ PYREX SIGHT GLASSES AND LUBRICATOR DOME - BUNA SEALS,P-1B4A
15008,RLF45S,1/2 IN NPT PORT NORGREN LUBRICATOR W/ 1/4 IN NPT PORT VERSA FILTER/REGULATOR (MAX INLET PRESSURE: 290 PSI W/ ADJUSTMENT RANGE: 5-200PSI) - 3-IN-1 AIR/GAS REG/LUB/FILTER W/ 1/4 IN NPT GAUGE PORT - 316SS - W/GAUGE,12E4A
15009,RLF80,(DISC) --- 1/2 IN PARKER 3-IN-1 AIR/GAS REG/LUB/FILTER W/ GAUGE - AL,DISC
2007,RLF80MBR,(DISC) --- METAL BOWL KIT - 1/2 IN FILTER / REGULATOR,DISC
15010,RLF85,(DISC---RLF85M) --- 1/2 IN NORGREN 3-IN-1 AIR/GAS REG/LUB/FILTER W/ GAUGE,4C5B
18365,RLF85-150,1/2 IN NORGREN 3-IN-1 AIR/GAS REG/LUB/FILTER W/ GAUGE - 150 PSI,P-1B4B
15011,RLF85M,1/2 IN NORGREN 3-IN-1 AIR/GAS REG/LUB/FILTER W/ GAUGE,P-1B4B
15013,RLF85S,REGULATOR/LUBRICATOR/FILTER COMOB UNIT - 1/2 IN FNPT PORTS - 316SS BODY - 250 PSIG INLET - 20-200 PSIG OUTLET - REILEVING TYPE - MANUAL DRAIN - FOG LUBRICATOR - 0-300 PSIG PRESSURE GAUGE - 102 SCFM,12E5A
2032,RR1S606,SNAP RING,2D5E
2033,RR1S614,SNAP RING - 1250 HEAD - 316SS,1A3C
2033,RR1S614,SNAP RING - 1250 HEAD - 316SS,118
15125,RRBA618,ROUND BAR 6061 ALUMINUM 2.25 IN,MACH
15126,RRBA624,ROUND BAR 6061 ALUMINUM 3.00 I,MACH
15127,RRBA628,ROUND BAR 6061 ALUMINUM 3.50 I,MACH
15128,RRBA632,ROUND BAR 6061 ALUMINUM 4.00 IN,MACH
15133,RRBA656,ROUND BAR 6061 ALUMINUM 7.00 I,MACH
15139,RRBAC10,ROUND BAR DELRIN ACETAL 1.25 IN DIA,MACH
15145,RRBAC24,ROUND BAR DELRIN 3.00 IN DIA,MACH
15178,RRBHC10,ROUND BAR C-276 1.25 IN,MACH
15181,RRBHC14,ROUND BAR C276 1.75 IN,MACH
15186,RRBHC20,ROUND BAR C276 2.50 IN,MACH
15188,RRBHC24,ROUND BAR C276 3.00 IN,MACH
15191,RRBHC3,ROUND BAR C276 0.375IN,MACH
15193,RRBHC4,ROUND BAR C276 0.50IN,MACH
15194,RRBHC40,ROUND BAR C276 5.00 IN,MACH
15196,RRBHC5,ROUND BAR C276 0.625IN,MACH
15197,RRBHC6,ROUND BAR C276 0.75 IN,MACH
15198,RRBHC7,ROUND BAR C276 0.875 IN,MACH
15200,RRBHC9,ROUND BAR C276 1.125 IN,MACH
28416,RRBNYG24,ROUND BAR NYLATRON GSM 3.00 IN DIA,MACH
15222,RRBPK12,ROUND BAR PEEK 1.50 IN,MACH
15227,RRBPVC40,ROUND BAR PVC 5.00 IN,MACH
15230,RRBS2028,ROUND BAR SS A20 3.50 IN,MACH
18401,RRBS4A8,ROUND BAR SS304 1.00 IN,MACH
2034,RRBS6212,SNAP RING - HEAD ASSEMBLY - ATP,6B5D
2035,RRBS6220,SNAP RING - 58 BOTTOM FLG - PH 15-7,2B8G
2036,RRBS6224,(DISC) --- SNAP RING - MIDDLE FLANGE G - 316SS,DISC
15231,RRBS6A1.9,ROUND BAR SS316L 0.244 IN,MACH
15232,RRBS6A10,ROUND BAR SS316L 1.25 IN,MACH
15233,RRBS6A11,ROUND BAR SS316L 1.375 IN,MACH
26943,RRBS6A12,"SS 316/316L ROUND BAR 1.5"" - PER SPEC (316L) S31603 A479 (BAR)",MACH
26942,RRBS6A13,ROUND BAR SS316L 1.625 IN - PER SPEC (316L) S31603 A479 (BAR),MACH
15234,RRBS6A14,ROUND BAR SS316L 1.75 IN,MACH
15235,RRBS6A15,ROUND BAR SS316L 1.875 IN,MACH
15236,RRBS6A16,ROUND BAR SS316L 2.00 IN,MACH
15237,RRBS6A17,ROUND BAR SS316L 2.125 IN,MACH
15239,RRBS6A2.5,ROUND BAR SS316L 0.312 IN,MACH
18295,RRBS6A20,ROUND BAR SS316L 2.50 IN,MACH
15241,RRBS6A22,ROUND BAR SS316L 2.75 IN,MACH
15242,RRBS6A3,ROUND BAR SS316L 0.375 IN,MACH
15243,RRBS6A30,ROUND BAR SS316L 3.75 IN,MACH
15245,RRBS6A34,ROUND BAR SS316L 4.25 IN,MACH
15247,RRBS6A4,ROUND BAR SS316L 0.50 IN,MACH
15248,RRBS6A4.5,ROUND BAR SS316L 0.562 IN,MACH
15249,RRBS6A44,ROUND BAR SS316L 5.50 IN,MACH
15250,RRBS6A46,ROUND BAR SS316L 5.75 IN,MACH
15252,RRBS6A50,ROUND BAR SS316L 6.25 IN,MACH
15254,RRBS6A56,ROUND BAR SS316L 7.00 IN,MACH
15255,RRBS6A6,ROUND BAR SS316L 0.75 IN,MACH
15256,RRBS6A62,ROUND BAR SS316L 7.75 IN,MACH
15257,RRBS6A64,ROUND BAR SS316L 8.00 IN,MACH
15258,RRBS6A8,ROUND BAR SS316L 1.00 IN,MACH
15259,RRBS6A88,ROUND BAR SS316L 11.00 IN,MACH
15261,RRBS7A11,ROUND BAR 17-4PH 1.375 IN,MACH
15262,RRBS7A14,ROUND BAR 17-4PH 1.75 IN,MACH
25365,RRBS7A2.2,ROUND BAR 17-4PH 0.275 IN (7MM),MACH
15263,RRBS7A24,ROUND BAR 17-4PH 3.00 IN,MACH
15266,RRBS7A48,ROUND BAR 17-4PH 6.00 IN,MACH
15267,RRBS7A6,ROUND BAR 17-4PH 0.625IN,MACH
15268,RRBS7A7,ROUND BAR 17-4PH 0.875IN,MACH
15269,RRBS7A8,ROUND BAR 17-4PH 1.00 IN,MACH
15270,RRBS7H16,ROUND BAR 17-4PH 0.75 IN,MACH
15271,RRBS7HT10,ROUND BAR HH 1150 1.25 IN,MACH
15272,RRBS7HT14,ROUND BAR HH 1150 1.75 IN,MACH
15273,RRBS7HT28,ROUND BAR HH 1150 3.50 IN,MACH
15275,RRBS7HT32,ROUND BAR HH 1150 4.00 IN,MACH
15276,RRBS7HT36,ROUND BAR HH 1150 4.50 IN,MACH
15279,RRBS7HT5,ROUND BAR HH 1150 0.625 IN,MACH
15280,RRBS7HT6,ROUND BAR HH 1150 0.75 IN,MACH
15281,RRBS7HT7,ROUND BAR HH 1150 0.875 IN,MACH
15283,RRBS7HT9,ROUND BAR HH 1150 1.125 IN,MACH
18413,RRBSSA3,ROUND BAR SS440 0.375 IN,MACH
15299,RRBTF10,ROUND BAR PTFE 1.25 IN,MACH
15300,RRBTF22,ROUND BAR PTFE 2.75 IN,MACH
15301,RRBTF4,ROUND BAR PTFE 0.50 IN,MACH
15326,RRBUH12,ROUND BAR UHMWPE 1.50 IN,MACH
20595,RREXST04-01,"SNAP RING - 1/4"" PLUNGER - CARBON STEEL - ATP",6B4D
20596,RREXST06-01,"SNAP RING - 3/8"" PLUNGER - CARBON STEEL - ATP",6B5D
20597,RREXST08-01,"SNAP RING - 1/2"" PLUNGER - CARBON STEEL - ATP",6B6D
27620,RRIST-0100,EX SNAP RING - WORM SHAFT - SLA - SPRING STEEL,B-1E2G
27621,RRIST-0101,INTERNAL SNAP RING - ADJUSTMENT SHAFT - SLA,B-1E2H
15330,RRRBTIA7,ROUND BAR  - Ti - 0.875 IN,MACH
2043,RRSPS604,"SPIRAL EXTERNAL RETAINING RING - 1/4"""" SHAFT - DFC - 18-8 SS",2E4H
2044,RRSS6212,SNAP RING - 3/4 IN - 6200/54/84 SPOOL,2C9B
2045,RRSS6FXA10,SNAP RING - 5/8 IN - FXA,2D5D
29679,RSBA6A20,SQUARE BAR 6061 - 2.50 IN,MACH
15332,RSBA6A40,SQUARE BAR 6061 - 5.00 IN,MACH
15336,RSBS6A8,SQUARE BAR SS316L 1.00 IN,MACH
15403,RV-10RVS9072,"AUTOCLAVE PRESSURE RELIEF VALVE - 316SS - 9/16 M.P. FEMALE INLET - 3/4 NPT FEMALE OUTLET - 10,000 PSIG",4C8A
14645,RV-111403,PRESSURE RELIEF VALVE - 10-150 PSI - RATED FOR 150 PSIG MAX -  3/8 IN FNPT - PVDF,PROJ
20010,RV-20RVS9072,"AUTOCLAVE PRESSURE RELIEF VALVE - 316SS - 9/16 M.P. FEMALE INLET - 3/4 NPT FEMALE OUTLET - SOFT SEAT - 10,000 - 20,000 PSIG (NOT PRE-SET)",4C8C
2046,RV010PN,PNEUHYDRO RELIEF VALVE 5000 - 10000 PSIG W/STD SEAL,4C6D
15421,RV010Q,PNEUHYDRO RELIEF VALVE - 5000-10000 PSIG - 316SS - FKM,2E3B
17671,RV05,(DISC) --- NUPRO RELIEF VALVE - 0-6000 PSIG - 316SS - PFE,DISC
15424,RV05AQ,SWAGELOK RELIEF VALVE - 50-350 PSIG - 316SS - FKM,2E3B
15427,RV05BQ,SWAGELOK RELIEF VALVE - 350-750 PSIG - 316SS - FKM,2E3B
15430,RV05CQ,SWAGELOK RELIEF VALVE - 750-1500 PSIG - 316SS - FKM,2E3B
15433,RV05DQ,SWAGELOK RELIEF VALVE - 1500-2250 PSIG - 316SS - FKM,2E3B
15436,RV05EQ,SWAGELOK RELIEF VALVE - 2250-3000 PSIG - 316SS - FKM,2E3B
